Fid,Age,Gender,Street ,City,Latitude,Longitude,DateTime,Consumed_Power_Units,Sector,Division,Label
10.42.0.211-104.193.88.109-46258-80-6,58,Male,803 West 12th Avenue,Vancouver,49.26059,-123.122337,08-01-23 11:31,250,Residential,Div6,0
10.42.0.151-54.239.17.112-46735-443-6,67,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,08-01-23 11:37,525,Transportation,Div5,1
172.217.11.10-10.42.0.211-443-55943-6,51,Male,803 West 12th Avenue,Vancouver,49.26059,-123.122337,08-01-23 11:47,600,Commerical,Div4,0
10.42.0.151-63.250.200.101-50890-443-6,68,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,08-01-23 11:51,1090,Commercial Shops,Div3,0
10.42.0.42-98.137.201.232-53623-443-6,67,Male,818 West 10th Avenue,Vancouver,49.262379,-123.12236,08-01-23 12:06,4000,Industrial,Div15,0
8.41.222.241-10.42.0.42-443-39458-6,70,Male,818 West 10th Avenue,Vancouver,49.262379,-123.12236,08-01-23 12:19,1190,Residential,Div12,0
172.217.7.163-10.42.0.151-443-45054-6,60,Male,818 West 10th Avenue,Vancouver,49.262379,-123.12236,08-01-23 15:29,650,Transportation,Div11,0
10.42.0.211-104.192.110.245-34996-80-6,67,Female,818 West 10th Avenue,Vancouver,49.262379,-123.12236,08-01-23 15:39,1350,Commerical,Div1,1
172.217.12.196-10.42.0.151-443-56655-6,44,Female,818 West 10th Avenue,Vancouver,49.262379,-123.12236,08-01-23 16:11,292,Commercial Shops,Div2,1
209.10.120.26-10.42.0.211-80-52522-6,70,Male,2450 Ontario Street,Vancouver,49.263453,-123.10453,08-01-23 16:22,2048,Industrial,Div4,0
10.42.0.211-66.198.178.50-56608-80-6,53,Male,2450 Ontario Street,Vancouver,49.263453,-123.10453,08-01-23 16:52,2907,Residential,Div10,0
172.217.11.10-10.42.0.151-443-51583-6,68,Male,1128 Hornby Street,Vancouver,49.278937,-123.126832,08-01-23 17:02,7460,Transportation,Div11,0
10.42.0.211-66.198.24.240-56222-443-6,69,Female,1128 Hornby Street,Vancouver,49.278937,-123.126832,08-01-23 17:08,1090,Commerical,Div7,1
10.42.0.151-10.42.0.1-30751-53-17,36,Female,2110 West 43rd Avenue,Vancouver,49.232689,-123.156036,08-01-23 17:24,5839,Commercial Shops,Div6,1
172.217.9.238-10.42.0.211-443-44574-6,62,Male,2110 West 43rd Avenue,Vancouver,49.232689,-123.156036,08-01-23 17:24,1902,Industrial,Div5,1
10.42.0.151-31.13.71.3-41594-443-6,60,Male,1669 East Broadway,Vancouver,49.262625,-123.070543,08-01-23 17:46,950,Residential,Div4,1
10.42.0.211-10.42.0.1-56482-53-17,68,Female,1669 East Broadway,Vancouver,49.262625,-123.070543,08-01-23 18:01,3106,Transportation,Div3,1
180.149.136.194-10.42.0.42-80-49052-6,56,Female,2750 E Hastings Street,Vancouver,49.281018,-123.047873,08-01-23 18:24,6180,Commerical,Div15,0
198.105.244.11-10.42.0.151-80-35944-6,54,Female,2750 E Hastings Street,Vancouver,49.281018,-123.047873,08-01-23 18:26,4954,Commercial Shops,Div12,1
172.217.12.174-10.42.0.151-443-48760-6,70,Female,2121 Marine Drive,West Vancouver,49.330132,-123.168844,08-01-23 18:48,1370,Industrial,Div11,0
10.42.0.151-10.42.0.1-9745-53-17,50,Male,805 West 12th Avenue,Vancouver,49.26051,-123.122,08-01-23 18:54,1400,Residential,Div11,0
10.42.0.151-10.42.0.1-45241-53-17,58,Female,805 West 12th Avenue,Vancouver,49.26051,-123.122,11-01-23 9:04,1305,Transportation,Div10,0
172.217.9.238-10.42.0.42-80-47173-6,54,Male,841 Kiwanis Way,Gibsons,49.409581,-123.515343,11-01-23 9:14,600,Commerical,Div1,1
182.22.67.88-10.42.0.151-443-57229-6,63,Female,841 Kiwanis Way,Gibsons,49.409581,-123.515343,11-01-23 9:27,2833,Commercial Shops,Div2,0
10.42.0.151-10.42.0.1-45531-53-17,56,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,11-01-23 9:33,3018,Industrial,Div4,1
182.22.120.231-10.42.0.151-443-35686-6,60,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,11-01-23 9:51,4165,Residential,Div10,0
10.42.0.42-104.244.43.131-57556-443-6,47,Female,2255 Wesbrook Mall,Vancouver,49.264575,-123.244143,11-01-23 10:01,2197,Transportation,Div11,1
10.42.0.151-65.55.118.92-52767-80-6,56,Male,2255 Wesbrook Mall,Vancouver,49.264575,-123.244143,11-01-23 10:14,640,Commerical,Div7,0
10.42.0.211-65.39.197.206-54020-443-6,54,Male,2255 Wesbrook Mall,Vancouver,49.264575,-123.244143,11-01-23 10:22,1580,Commercial Shops,Div6,1
10.42.0.211-23.206.166.66-54372-80-6,67,Male,2255 Wesbrook Mall,Vancouver,49.264575,-123.244143,11-01-23 10:32,693,Industrial,Div5,1
10.42.0.211-23.205.16.85-52449-80-6,65,Male,805 West 12th Avenue,Vancouver,49.26051,-123.122,11-01-23 10:43,1200,Residential,Div4,0
209.85.232.188-10.42.0.151-5228-40336-6,55,Female,38075 2nd Avenue,Squamish,49.699914,-123.153836,11-01-23 10:52,640,Transportation,Div3,1
172.217.7.163-10.42.0.211-443-58961-6,70,Male,38075 2nd Avenue,Squamish,49.699914,-123.153836,11-01-23 11:22,1574,Commerical,Div15,0
10.42.0.211-54.192.38.171-56437-443-6,62,Male,166 E Hastings Street,Vancouver,49.281091,-123.100467,11-01-23 11:48,2246,Commercial Shops,Div12,0
151.101.21.140-10.42.0.211-443-56702-6,35,Male,166 E Hastings Street,Vancouver,49.281091,-123.100467,11-01-23 11:59,3799,Industrial,Div11,1
10.42.0.211-58.63.236.212-39707-443-6,38,Female,58 E Hastings Street,Vancouver,49.28153,-123.106222,11-01-23 12:25,6172,Residential,Div1,1
10.42.0.151-66.198.24.253-34475-80-6,67,Male,58 E Hastings Street,Vancouver,49.28153,-123.106222,11-01-23 12:42,6017,Transportation,Div2,0
198.11.190.7-10.42.0.211-443-46648-6,58,Male,1669 East Broadway,Vancouver,49.262625,-123.070543,11-01-23 12:43,1090,Commerical,Div4,1
183.79.253.231-10.42.0.211-443-50052-6,65,Male,1669 East Broadway,Vancouver,49.262625,-123.070543,11-01-23 12:56,1991,Commercial Shops,Div10,0
10.42.0.211-10.42.0.1-13855-53-17,49,Male,139 E Hastings Street,Vancouver,49.281544,-123.10126,11-01-23 13:45,6140,Industrial,Div11,1
174.35.73.136-10.42.0.211-80-53622-6,64,Male,139 E Hastings Street,Vancouver,49.281544,-123.10126,11-01-23 15:05,4580,Residential,Div7,0
10.42.0.42-103.235.46.212-48455-80-6,60,Male,1081 Burrard Street,Vancouver,49.280614,-123.128913,11-01-23 15:20,650,Transportation,Div6,1
172.217.6.238-10.42.0.151-443-43941-6,62,Female,1081 Burrard Street,Vancouver,49.280614,-123.128913,11-01-23 15:29,1235,Commerical,Div5,0
209.85.232.188-10.42.0.211-5228-60326-6,77,Female,210-7671 Alderbridge Way,Richmond,49.174679,-123.14441,11-01-23 15:50,1040,Commercial Shops,Div4,0
172.217.10.238-10.42.0.211-443-60243-6,55,Female,210-7671 Alderbridge Way,Richmond,49.174679,-123.14441,11-01-23 16:13,1800,Industrial,Div3,0
10.42.0.211-10.42.0.1-63075-53-17,60,Female,4752 Joyce Avenue,Powell River,49.844698,-124.520216,11-01-23 16:37,1040,Residential,Div15,0
10.42.0.42-106.11.95.7-33590-443-6,75,Female,4752 Joyce Avenue,Powell River,49.844698,-124.520216,11-01-23 17:05,610,Transportation,Div12,0
180.149.135.239-10.42.0.211-80-38145-6,62,Male,139 E Hastings Street,Vancouver,49.281544,-123.10126,11-01-23 17:14,1382,Commerical,Div11,1
10.42.0.211-31.13.65.7-59439-443-6,57,Male,139 E Hastings Street,Vancouver,49.281544,-123.10126,11-01-23 17:21,1502,Commercial Shops,Div10,1
174.35.73.148-10.42.0.211-80-49296-6,58,Female,139 E Hastings Street,Vancouver,49.281544,-123.10126,11-01-23 17:37,1340,Industrial,Div1,0
174.35.73.78-10.42.0.211-443-45258-6,50,Female,2215 Wesbrook Mall,Vancouver,49.264747,-123.244274,11-01-23 17:47,250,Residential,Div2,0
172.217.12.142-10.42.0.151-443-50435-17,63,Female,2750 E Hastings Street,Vancouver,49.281018,-123.047873,11-01-23 17:49,1550,Transportation,Div4,0
172.217.10.14-10.42.0.211-443-35219-6,71,Female,2750 E Hastings Street,Vancouver,49.281018,-123.047873,11-01-23 17:53,2371,Commerical,Div10,1
203.205.158.63-10.42.0.211-80-41538-6,65,Female,2450 Ontario Street,Vancouver,49.263453,-123.10453,11-01-23 17:58,250,Commercial Shops,Div11,1
10.42.0.1-10.42.0.42-53-20349-17,52,Female,2110 West 43rd Avenue,Vancouver,49.232689,-123.156036,11-01-23 18:18,1623,Industrial,Div7,1
10.42.0.211-66.198.24.250-34239-80-6,58,Male,2455 Fraser Street,Vancouver,49.262005,-123.047652,11-01-23 18:35,950,Residential,Div6,1
180.149.136.194-10.42.0.211-443-39349-6,81,Male,1669 East Broadway,Vancouver,49.262625,-123.070543,11-01-23 18:40,1268,Transportation,Div5,1
172.217.10.74-10.42.0.151-443-55632-6,67,Male,6405 Knight Street,Vancouver,49.226208,-123.077502,11-01-23 19:00,1268,Commerical,Div4,0
10.42.0.211-103.235.46.212-57717-80-6,49,Female,1128 Hornby Street,Vancouver,49.278937,-123.126832,11-01-23 19:10,1594,Commercial Shops,Div3,1
174.35.73.110-10.42.0.211-443-44936-6,73,Female,821 Gibsons Way,Gibsons,49.406577,-123.515285,11-01-23 19:15,3541,Industrial,Div15,0
10.42.0.151-66.198.24.253-34594-443-6,64,Male,5066 Francis Peninsula Road,Madeira Park,49.608066,-124.022669,12-01-23,5273,Residential,Div12,0
10.42.0.1-10.42.0.42-53-22896-17,46,Male,5571 Inlet Avenue,Sechelt,49.4743,-123.756326,12-01-23 8:10,2150,Transportation,Div11,0
183.79.249.124-10.42.0.42-443-32788-6,59,Male,145 West 1st Street,North Vancouver,49.312579,-123.080455,12-01-23 8:18,4880,Commerical,Div1,1
8.43.72.47-10.42.0.211-443-57487-6,57,Male,3625 Banff Court,North Vancouver,49.318123,-122.97075,12-01-23 8:30,1390,Commercial Shops,Div2,0
172.217.10.227-10.42.0.151-443-40748-6,53,Male,2121 Marine Drive,West Vancouver,49.330132,-123.168844,12-01-23 8:38,10121,Industrial,Div4,1
10.42.0.211-10.42.0.1-5934-53-17,61,Female,1140 Hunter Place,Squamish,49.702958,-123.146301,12-01-23 8:46,1686,Residential,Div10,0
10.42.0.211-10.42.0.1-28122-53-17,66,Male,4380 Lorimer Road,Whistler,50.120463,-122.954906,12-01-23 8:53,2162,Transportation,Div11,1
202.77.129.150-10.42.0.211-80-35457-6,75,Male,5000 Joyce Avenue,Powell River,49.850831,-124.518356,12-01-23 9:12,1680,Commerical,Div11,0
10.42.0.151-10.42.0.1-34084-53-17,73,Female,12360 Cambie Road,Richmond,49.184552,-123.086801,12-01-23 9:28,1090,Commercial Shops,Div7,1
10.42.0.211-10.42.0.1-25428-53-17,56,Female,8100 Granville Avenue,Richmond,49.16266,-123.134769,12-01-23 9:50,2930,Industrial,Div6,1
10.42.0.211-64.71.142.125-58263-443-6,54,Male,6100 Bowling Green Road,Richmond,49.169721,-123.142693,12-01-23 9:53,1340,Residential,Div5,0
10.42.0.211-76.13.28.196-35588-443-6,68,Female,2750 E Hastings Street,Vancouver,49.281018,-123.047873,12-01-23 10:24,4880,Transportation,Div4,1
10.42.0.211-10.42.0.1-57686-53-17,55,Female,1555 Robson Street,Vancouver,49.28911,-123.13176,12-01-23 10:35,1090,Commerical,Div3,0
172.217.10.227-10.42.0.151-443-55894-6,66,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,12-01-23 11:09,1190,Commercial Shops,Div15,0
216.58.217.132-10.42.0.42-443-38318-6,82,Male,803 West 12th Avenue,Vancouver,49.26059,-123.122337,12-01-23 11:34,4353,Industrial,Div12,1
151.101.1.134-10.42.0.211-443-53231-6,62,Male,803 West 12th Avenue,Vancouver,49.26059,-123.122337,12-01-23 11:54,2474,Residential,Div11,1
10.42.0.151-123.125.29.220-52992-80-6,73,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,12-01-23 12:09,1195,Transportation,Div1,0
172.217.10.106-10.42.0.151-443-54911-6,60,Female,803 West 12th Avenue,Vancouver,49.26059,-123.122337,12-01-23 12:19,1665,Commerical,Div2,1
180.163.251.231-10.42.0.211-80-33688-6,57,Female,2750 E Hastings Street,Vancouver,49.281018,-123.047873,12-01-23 13:00,600,Commercial Shops,Div4,0
172.217.12.174-10.42.0.42-443-34437-6,57,Male,2750 E Hastings Street,Vancouver,49.281018,-123.047873,12-01-23 13:10,1588,Industrial,Div10,1
209.85.144.188-10.42.0.151-5228-53129-6,67,Male,377 East 2nd Avenue,Vancouver,49.267001,-123.096428,12-01-23 13:27,1190,Residential,Div11,0
10.42.0.42-108.168.176.242-60301-5222-6,55,Male,377 East 2nd Avenue,Vancouver,49.267001,-123.096428,12-01-23 14:53,1250,Transportation,Div7,1
10.42.0.211-10.42.0.1-52744-53-17,31,Male,330 Heatley Avenue,Vancouver,49.281206,-123.089569,12-01-23 14:58,4056,Commerical,Div6,0
10.42.0.151-104.193.88.109-49994-80-6,69,Female,330 Heatley Avenue,Vancouver,49.281206,-123.089569,12-01-23 15:07,2990,Commercial Shops,Div5,0
172.217.11.13-10.42.0.151-443-59852-6,45,Male,330 Heatley Avenue,Vancouver,49.281206,-123.089569,12-01-23 15:18,1550,Industrial,Div4,0
10.42.0.211-64.71.142.95-43962-443-6,57,Female,330 Heatley Avenue,Vancouver,49.281206,-123.089569,12-01-23 15:35,2431,Residential,Div3,0
10.42.0.151-10.42.0.1-53961-53-17,71,Male,58 E Hastings Street,Vancouver,49.28153,-123.106222,12-01-23 15:44,2652,Transportation,Div15,0
10.42.0.1-10.42.0.42-53-57757-17,55,Female,58 E Hastings Street,Vancouver,49.28153,-123.106222,12-01-23 15:44,1090,Commerical,Div12,1
175.100.207.233-10.42.0.42-443-44017-6,65,Female,380 E Hastings Street,Vancouver,49.281223,-123.095755,12-01-23 15:56,2548,Commercial Shops,Div11,1
192.229.173.173-10.42.0.151-80-44108-6,55,Male,380 E Hastings Street,Vancouver,49.281223,-123.095755,12-01-23 16:10,2189,Industrial,Div11,0
10.42.0.1-10.42.0.42-53-28181-17,55,Male,528 Powell Street,Vancouver,49.283021,-123.092203,12-01-23 16:40,2189,Residential,Div10,0
180.149.153.68-10.42.0.211-80-55229-6,67,Female,528 Powell Street,Vancouver,49.283021,-123.092203,12-01-23 16:48,6022,Transportation,Div1,0
203.205.190.50-10.42.0.211-80-45204-6,47,Female,62 E Hastings Street,Vancouver,49.2814,-123.10281,12-01-23 16:54,9265,Commerical,Div2,1
10.42.0.151-103.235.46.211-40341-443-6,59,Female,62 E Hastings Street,Vancouver,49.2814,-123.10281,12-01-23 17:06,6046,Commercial Shops,Div4,1
172.217.9.234-10.42.0.211-443-34854-6,55,Male,166 E Hastings Street,Vancouver,49.281091,-123.100467,12-01-23 17:27,11453,Industrial,Div10,1
10.42.0.211-23.23.129.231-39573-443-6,62,Female,166 E Hastings Street,Vancouver,49.281091,-123.100467,12-01-23 17:38,1190,Residential,Div11,1
10.42.0.211-123.125.115.190-54988-80-6,73,Male,1081 Burrard Street,Vancouver,49.280614,-123.128913,13-01-23 8:11,2693,Transportation,Div7,1
182.22.67.89-10.42.0.211-443-45893-6,52,Female,1081 Burrard Street,Vancouver,49.280614,-123.128913,13-01-23 8:37,7010,Commerical,Div6,0
192.229.173.173-10.42.0.211-80-48507-6,33,Male,4752 Joyce Avenue,Powell River,49.844698,-124.520216,13-01-23 8:50,1100,Commercial Shops,Div5,1
182.22.31.124-10.42.0.151-443-33448-6,65,Male,4752 Joyce Avenue,Powell River,49.844698,-124.520216,13-01-23 9:45,1916,Industrial,Div4,0
10.42.0.151-10.42.0.1-34079-53-17,74,Male,623 Powell Street,Vancouver,49.283307,-123.090642,13-01-23 10:18,1970,Residential,Div3,0
10.42.0.211-104.193.88.109-45537-80-6,82,Male,623 Powell Street,Vancouver,49.283307,-123.090642,13-01-23 10:26,1686,Transportation,Div15,0
172.217.10.238-10.42.0.42-443-42082-6,62,Female,623 Powell Street,Vancouver,49.283307,-123.090642,13-01-23 10:35,1190,Commerical,Div12,1
10.42.0.151-52.2.229.30-50811-443-6,57,Female,623 Powell Street,Vancouver,49.283307,-123.090642,13-01-23 10:51,1030,Commercial Shops,Div11,0
208.80.154.224-10.42.0.211-443-47230-6,51,Male,520 West 6th Avenue,Vancouver,49.265798,-123.115765,13-01-23 10:52,1760,Industrial,Div1,1
182.22.67.102-10.42.0.42-443-39714-6,68,Female,520 West 6th Avenue,Vancouver,49.265798,-123.115765,13-01-23 10:52,1190,Residential,Div2,0
10.42.0.211-66.231.239.122-58315-80-6,58,Female,520 West 6th Avenue,Vancouver,49.265798,-123.115765,13-01-23 11:49,1100,Transportation,Div4,1
182.22.24.124-10.42.0.211-443-41793-6,54,Female,330 Heatley Avenue,Vancouver,49.281206,-123.089569,13-01-23 11:54,2018,Commerical,Div10,0
203.205.158.61-10.42.0.211-80-36233-6,65,Male,330 Heatley Avenue,Vancouver,49.281206,-123.089569,13-01-23 12:04,1090,Commercial Shops,Div11,1
157.240.2.20-10.42.0.211-443-46559-6,55,Male,59 West Pender Street,Vancouver,49.28123,-123.106776,13-01-23 12:11,1090,Industrial,Div7,1
10.42.0.211-104.88.89.135-34552-443-6,39,Male,59 West Pender Street,Vancouver,49.28123,-123.106776,13-01-23 12:18,1190,Residential,Div6,0
174.36.210.51-10.42.0.211-5222-58655-6,55,Male,569 Powell Street,Vancouver,49.283304,-123.09179,13-01-23 12:34,2186,Transportation,Div5,1
10.42.0.42-119.146.74.34-40783-80-6,53,Male,569 Powell Street,Vancouver,49.283304,-123.09179,13-01-23 12:54,700,Commerical,Div4,0
10.42.0.211-115.239.210.141-55141-80-6,71,Male,166 E Hastings Street,Vancouver,49.281091,-123.100467,13-01-23 13:15,1830,Commercial Shops,Div3,0
8.41.222.241-10.42.0.211-443-42254-6,65,Female,166 E Hastings Street,Vancouver,49.281091,-123.100467,13-01-23 13:30,200,Industrial,Div15,1
10.42.0.211-52.26.183.201-37035-443-6,57,Female,528 Powell Street,Vancouver,49.283021,-123.092203,13-01-23 13:37,3308,Residential,Div12,1
172.217.10.234-10.42.0.151-443-55558-6,45,Male,528 Powell Street,Vancouver,49.283021,-123.092203,13-01-23 15:18,1190,Transportation,Div11,0
10.42.0.151-31.13.69.195-58190-443-6,74,Female,58 E Hastings Street,Vancouver,49.28153,-123.106222,13-01-23 15:30,1190,Commerical,Div10,1
10.42.0.151-10.42.0.1-54594-53-17,50,Female,58 E Hastings Street,Vancouver,49.28153,-123.106222,13-01-23 15:39,1090,Commercial Shops,Div1,0
172.217.6.202-10.42.0.42-443-48713-6,66,Male,62 E Hastings Street,Vancouver,49.2814,-123.10281,13-01-23 15:47,1430,Industrial,Div2,1
162.208.22.39-10.42.0.211-443-49602-6,55,Male,62 E Hastings Street,Vancouver,49.2814,-123.10281,13-01-23 16:14,1308,Residential,Div4,0
10.42.0.151-10.42.0.1-53121-53-17,61,Female,1081 Burrard Street,Vancouver,49.280614,-123.128913,13-01-23 16:15,1970,Transportation,Div10,1
174.35.73.77-10.42.0.211-443-33724-6,63,Female,1081 Burrard Street,Vancouver,49.280614,-123.128913,13-01-23 16:26,1190,Commerical,Div11,0
183.79.249.252-10.42.0.42-443-49944-6,66,Male,139 E Hastings Street,Vancouver,49.281544,-123.10126,13-01-23 16:40,1290,Commercial Shops,Div7,0
172.217.11.10-10.42.0.211-443-33085-6,66,Female,139 E Hastings Street,Vancouver,49.281544,-123.10126,13-01-23 17:04,1280,Industrial,Div6,0
10.42.0.151-54.148.92.62-56106-443-6,68,Female,416-1033 Davie Street,Vancouver,49.260709,-123.125451,13-01-23 17:17,1665,Residential,Div5,0
172.217.12.163-10.42.0.42-80-46900-6,66,Male,416-1033 Davie Street,Vancouver,49.260709,-123.125451,13-01-23 17:43,6072,Transportation,Div4,0
10.42.0.211-121.14.255.98-58510-80-6,70,Female,135 Dunlevy Avenue,Vancouver,49.283457,-123.095435,13-01-23 17:59,1840,Commerical,Div3,1
222.73.28.96-10.42.0.42-80-43334-6,64,Female,135 Dunlevy Avenue,Vancouver,49.283457,-123.095435,13-01-23 18:07,1865,Commercial Shops,Div15,1
10.42.0.211-10.42.0.1-14784-53-17,67,Female,880 E Hastings Street,Vancouver,49.280999,-123.08539,13-01-23 18:25,2738,Industrial,Div12,0
172.217.12.206-10.42.0.42-443-37264-6,66,Female,880 E Hastings Street,Vancouver,49.280999,-123.08539,13-01-23 18:30,1240,Residential,Div11,0
172.217.12.164-10.42.0.42-443-50725-6,72,Male,4752 Joyce Avenue,Powell River,49.844698,-124.520216,13-01-23 18:35,2370,Transportation,Div1,0
180.149.153.234-10.42.0.211-80-51798-6,55,Female,4752 Joyce Avenue,Powell River,49.844698,-124.520216,13-01-23 18:42,5937,Commerical,Div2,1
10.42.0.151-10.42.0.1-35069-53-17,68,Female,38075 2nd Avenue,Squamish,49.699914,-123.153836,13-01-23 18:47,1549,Commercial Shops,Div4,1
10.42.0.211-115.239.210.141-58261-443-6,70,Male,38075 2nd Avenue,Squamish,49.699914,-123.153836,13-01-23 18:49,1878,Industrial,Div10,1
239.255.255.250-10.42.0.1-1900-35242-17,55,Female,1669 East Broadway,Vancouver,49.262625,-123.070543,13-01-23 18:51,1040,Residential,Div11,1
10.42.0.211-23.21.51.186-57991-443-6,65,Male,1669 East Broadway,Vancouver,49.262625,-123.070543,13-01-23 19:00,1778,Transportation,Div7,1
203.205.128.137-10.42.0.211-80-42246-6,55,Male,210-7671 Alderbridge Way,Richmond,49.174679,-123.14441,13-01-23 19:07,3840,Commerical,Div6,0
10.42.0.211-10.42.0.1-32971-53-17,54,Female,210-7671 Alderbridge Way,Richmond,49.174679,-123.14441,14-01-23 8:39,1240,Commercial Shops,Div5,1
10.42.0.151-31.13.69.195-33447-443-6,66,Male,319 East 14th Street,North Vancouver,49.320945,-123.065189,14-01-23 8:52,3544,Industrial,Div4,0
174.36.210.49-10.42.0.211-443-54136-6,47,Male,524 Powell Street,Vancouver,49.282784,-123.092982,14-01-23 9:08,2474,Residential,Div3,0
10.42.0.151-108.174.10.10-47464-443-6,54,Male,524 Powell Street,Vancouver,49.282784,-123.092982,14-01-23 9:15,693,Transportation,Div15,0
10.42.0.211-64.71.142.110-46734-80-6,59,Female,524 Powell Street,Vancouver,49.282784,-123.092982,14-01-23 9:23,1640,Commerical,Div12,1
10.42.0.211-10.42.0.1-30959-53-17,59,Male,175 West Broadway,Vancouver,49.263334,-123.108533,14-01-23 9:32,250,Commercial Shops,Div2,0
10.42.0.211-10.42.0.1-62569-53-17,65,Female,175 West Broadway,Vancouver,49.263334,-123.108533,14-01-23 9:40,1340,Industrial,Div4,1
10.42.0.211-52.84.143.156-35172-443-6,45,Male,570-2889 East 12th Avenue,Vancouver,49.259332,-123.045013,14-01-23 10:06,1507,Residential,Div10,0
180.149.136.194-10.42.0.151-443-46507-6,60,Female,570-2889 East 12th Avenue,Vancouver,49.259332,-123.045013,14-01-23 10:09,250,Transportation,Div11,1
10.42.0.211-104.88.106.16-43374-80-6,74,Male,524 Powell Street,Vancouver,49.282784,-123.092982,14-01-23 10:24,4358,Commerical,Div7,0
